archive_rank,title,award_date,awwwards_url,requested_url,final_url,studio,redirect_host_changed,http_status,technologies,technology_categories,awwwards_technology_tags,interaction_features,visual_styles,industry_tags,referenced_asset_formats,canvas,webgl,three_d,video,audio,rive,lottie,css_animation,smooth_scroll,service_worker,webassembly,model_3d_asset,mirror_status
1588,MILL3,2022-03-17,https://www.awwwards.com/sites/mill3,https://mill3.studio,https://mill3.studio/fr/,MILL3,False,200,Cloudflare | Cloudflare Bot Management | Google Tag Manager | HSTS | HTTP/3 | MySQL | PHP | Polylang | WP Engine | WordPress,Blogs | CDN | CMS | Databases | Hosting | Miscellaneous | PaaS | Programming languages | Security | Tag managers | Translation | WordPress plugins,WordPress,Animation,Big Background Images | Black | Typography | White,Design Agencies | Portfolio,css:1 | html:1 | jpg:22 | js:3 | mp4:16 | png:4 | txt:1 | wasm:1 | webp:1,True,True,False,True,False,True,False,False,False,False,True,False,mirrored
1589,MicroWaver 59™,2022-03-16,https://www.awwwards.com/sites/microwaver-59tm,https://microwaver59.com,https://microwaver59.com,MONOKO,False,200,Cloudflare | Cloudflare Browser Insights | HSTS | HTTP/3 | Node.js | Nuxt.js | Vercel | Vue.js,Analytics | CDN | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | RUM | Security | Static site generator | Web frameworks | Web servers,Blender | GLSL | GSAP | JavaScript | Laravel | WebGL,3D | Animation | Filters and Effects | Sound-Audio | Storytelling | Transitions,Black | Experimental | Green | White,Technology | Web & Interactive,ico:1 | js:10 | png:4 | svg:1 | xml:1,False,True,True,False,True,False,False,True,False,False,False,False,mirrored
1590,Moooi - Defy Gravity,2022-03-15,https://www.awwwards.com/sites/moooi-defy-gravity,https://moooi.com/defy-gravity,https://www.moooi.com/us/defy-gravity,Build in Amsterdam,False,200,HSTS | PIXIjs | React | Vercel,JavaScript frameworks | JavaScript graphics | PaaS | Security,GLSL | GSAP | JavaScript | PixiJS | WebGL | WooCommerce,Filters and Effects | Parallax | Scrolling | Sound-Audio | Transitions,Black | Blue | Brown | Colorful | Experimental,E-Commerce | Music & Sound,css:1 | ico:1 | js:3 | png:21 | svg:1,True,True,False,False,True,False,False,False,False,False,False,False,no_html
1592,THOUGHTLAB,2022-03-13,https://www.awwwards.com/sites/thoughtlab,https://www.thoughtlab.com/,https://thoughtlab.com/,Thoughtlab,False,200,Cloudflare | Cloudflare Bot Management | Google Tag Manager | HTTP/3 | MySQL | PHP | WP Engine | WordPress | reCAPTCHA,Blogs | CDN | CMS | Databases | Hosting | Miscellaneous | PaaS | Programming languages | Security | Tag managers,Adobe Photoshop | After Effects | Figma | WebGL,About Page,Black | Graphic design | Illustration | Red | Typography | UI design | White,Design Agencies | Portfolio | Web & Interactive,css:1 | html:1 | jpg:3 | js:4 | png:3 | svg:4 | webp:4,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1593,The Race - Interparfums,2022-03-12,https://www.awwwards.com/sites/the-race-interparfums,https://therace.montblanclegend.com,https://therace.montblanclegend.com,Merci Michel,False,200,Firebase | HSTS | HTTP/3,Databases | Development | Miscellaneous | Security,Firebase | Three.js | Vue.js,Animation | Fullscreen,Red,Games & Entertainment,ico:1 | js:2 | png:3 | svg:1,False,True,False,False,False,False,False,True,False,False,False,False,mirrored
1594,The Nifty  Portal,2022-03-11,https://www.awwwards.com/sites/the-nifty-portal,https://portal.thenifty.com/,https://portal.thenifty.com/,vaan,False,200,Cloudflare | Fathom | HSTS | Vercel | jQuery,Analytics | CDN | JavaScript libraries | PaaS | Security,After Effects | Cinema 4D | Figma | HTML5 | Lottie | jQuery,Animation | Interaction Design | Scrolling | Single page,Black | Experimental | Retro | Silver | Vector | White,,css:3 | js:5 | json:15 | mp4:3 | png:2 | svg:29 | webm:3,False,False,False,True,False,False,True,True,False,False,False,False,mirrored
1595,Garden Eight,2022-03-10,https://www.awwwards.com/sites/garden-eight,https://garden-eight.com/,https://garden-eight.com/,Garden Eight,False,200,Nginx | Node.js | Nuxt.js | Vue.js,JavaScript frameworks | Programming languages | Reverse proxies | Static site generator | Web frameworks | Web servers,Blender | GLSL | GSAP | Nuxt.js | Three.js,3D | 404 pages | Responsive,Black | Brown,Business & Corporate | Design Agencies | Portfolio,jpg:1 | js:14 | json:1 | mp4:2 | png:3 | svg:2 | webp:2 | woff2:4,True,True,True,False,False,False,False,True,False,False,False,False,mirrored
1596,Filippo Bello,2022-03-09,https://www.awwwards.com/sites/filippo-bello-1,https://filippobello.com/,https://filippobello.com/,ET Studio,False,200,Cloudflare | Cloudflare Browser Insights | HSTS | HTTP/3 | Next.js | Node.js | React | Webpack,Analytics | CDN | JavaScript frameworks | Miscellaneous | Programming languages | RUM | Security | Web frameworks,Craft CMS | React | WebGL,Motion,Art & Illustration | Black | Clean | Minimal | Typography | White,Business & Corporate | Portfolio | Promotional,css:2 | jpg:1 | js:8 | json:1 | png:14,True,True,False,False,False,False,False,False,False,False,False,False,mirrored
1597,Oh Happy Days,2022-03-08,https://www.awwwards.com/sites/oh-happy-days,https://days.christou1910.com/en/,https://days.christou1910.com/en/,Big Horror Athens,False,200,Cloudflare | Cloudflare Bot Management | Google Tag Manager | HTTP/3 | Kinsta | MySQL | PHP | WPML | WordPress | Yoast SEO | jQuery | jQuery Migrate,Blogs | CDN | CMS | Databases | Hosting | JavaScript libraries | Miscellaneous | PaaS | Programming languages | SEO | Security | Tag managers | Translation | WordPress plugins,GSAP | Lottie | WordPress,Animation | Horizontal Layout,Colorful | Illustration | Red | UI design | Vector | Yellow,Fashion | Promotional | Sports,css:2 | html:1 | jpg:22 | js:5 | mp4:10 | png:117 | svg:11,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
1598,e-Money,2022-03-07,https://www.awwwards.com/sites/e-money,https://e-money.madebyburo.com/,https://e-money.madebyburo.com/,Bürocratik,False,200,HSTS | Node.js | Nuxt.js | Vercel | Vue.js | ZURB Foundation,JavaScript frameworks | PaaS | Programming languages | Security | Static site generator | UI frameworks | Web frameworks | Web servers,GLSL | GSAP | Matter.js | Nuxt.js | Sanity | Vue.js,3D | 404 pages | Header Design,Big Background Images | Blue | Colorful | Green | Typography | White,Business & Corporate | Promotional | Startups,css:10 | html:1 | ico:1 | jpg:2 | js:22 | json:1 | png:10 | svg:13 | webp:12,True,False,True,True,False,False,False,False,False,False,False,False,mirrored
1600,Vaayu,2022-03-05,https://www.awwwards.com/sites/vaayu,https://www.vaayu.tech/,https://www.vaayu.tech/,Samuel Day,False,200,Cloudflare | Google Font API | Google Hosted Libraries | HSTS | HTTP/3 | cdnjs | jQuery | reCAPTCHA,CDN | Font scripts | JavaScript libraries | Miscellaneous | Security,After Effects | Figma,Animation | Scrolling | Single page,Black | Green | Minimal | Silver | Typography | Vector,Business & Corporate | Social responsibility,css:1 | html:2 | js:8 | json:8 | png:39 | svg:71,False,False,False,False,False,False,True,True,False,False,False,False,mirrored
1602,Opportunities for Our Avatars,2022-03-03,https://www.awwwards.com/sites/opportunities-for-our-avatars,https://atelier.net/social-mobility/economic-opportunities-for-our-avatars/,https://atelier.net/social-mobility/economic-opportunities-for-our-avatars/,Gladeye,False,200,Gatsby | HSTS | React | Webpack,JavaScript frameworks | Miscellaneous | Security | Static site generator,WebGL,Animation | Scrolling | Storytelling,Blue | Green | Pink,Culture & Education | Social responsibility | Web & Interactive,html:2 | jpg:11 | js:28 | json:6 | pdf:1 | png:10,True,True,False,False,False,False,False,True,False,False,False,False,mirrored
1604,Garbage,2022-03-01,https://www.awwwards.com/sites/garbage,https://mooosor.ru/eng,https://mooosor.ru/eng,Marina Looo,False,200,DDoS-Guard | Highlight.js | Tilda | jQuery,CMS | JavaScript libraries | Security,CSS | Figma | Tilda,Storytelling,Art & Illustration | Graphic design | Illustration | Red,Other | Social responsibility,css:4 | html:1 | ico:1 | jpg:1 | js:14 | png:8 | svg:87,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
1605,Engineered Floors,2022-02-28,https://www.awwwards.com/sites/engineered-floors,https://engineeredfloors-preprod.rejouice.io/,https://engineeredfloors-preprod.rejouice.io/,Oui Will,False,200,Apache HTTP Server | Gatsby | Prismic | React | Ubuntu | Webpack,CMS | JavaScript frameworks | Miscellaneous | Operating systems | Static site generator | Web servers,,3D | Scrolling,Black | Clean | Silver | White,Architecture | Business & Corporate | Technology,css:1 | jpg:3 | js:13 | json:2 | png:9,True,False,True,False,False,False,False,True,True,False,False,False,mirrored
1607,Silvia Sguotti,2022-02-26,https://www.awwwards.com/sites/silvia-sguotti,https://silviasguotti.design/,https://silviasguotti.design/,empi,False,200,Cloudflare | Express | Google Analytics | Nginx | Node.js | Ubuntu | cdnjs,Analytics | CDN | Operating systems | Programming languages | Reverse proxies | Web frameworks | Web servers,GLSL | Node.js | Prismic | Three.js | Vanilla JS | WebGL,404 pages | Horizontal Layout | Microinteractions,Art & Illustration | Black | Typography | UI design | White | Yellow,Design Agencies | Portfolio,css:2 | jpg:12 | js:2 | png:6 | svg:3,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1608,Neondoor,2022-02-25,https://www.awwwards.com/sites/neondoor,https://neondoorlit.com/,https://neondoorlit.com/,Cappen,False,200,Apache HTTP Server | Google Analytics,Analytics | Web servers,Figma | HTML5 | WebGL,3D | Scrolling,Art & Illustration | Black | Colorful | Experimental | Orange | White,,css:1 | ico:1 | jpeg:3 | jpg:26 | js:1 | mp4:2 | png:14 | svg:13,True,True,True,True,True,False,False,False,False,False,False,False,mirrored
1610,regrocery,2022-02-23,https://www.awwwards.com/sites/regrocery,https://regrocery.co/,https://regrocery.co/,MOUTHWASH,False,200,HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,Next.js | Sanity | Shopify,Navigation Menu,Clean | Colorful | Content architecture | Copy design | Orange | Red | White,E-Commerce,css:4 | jpg:12 | js:9 | png:11 | svg:2 | woff2:2,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
1611,Nike PLAYlab,2022-02-22,https://www.awwwards.com/sites/nike-playlab,https://www.nikeplaylab.com,https://nikeplaylab.com/,Monks,False,200,All in One SEO | All in One SEO Pack | HTTP/3 | LiteSpeed | MySQL | PHP | WordPress | WordPress Block Editor | WordPress Site Editor,Blogs | CMS | Databases | Miscellaneous | Page builders | Programming languages | SEO | Web servers | WordPress plugins,GSAP | HTML5 | SVG | Vue.js | WebGL | Webpack,Microinteractions | Navigation Menu | Responsive Design,Blue | Colorful | Green | Red | UI design,Culture & Education | Games & Entertainment | Photo & Video | Web & Interactive,css:2 | js:4 | webp:3,False,True,False,True,False,False,False,True,False,False,False,False,mirrored
1612,Made to Be Found,2022-02-21,https://www.awwwards.com/sites/made-to-be-found,https://found.byspotify.com/,https://found.byspotify.com/,Active Theory,False,200,Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | Google Tag Manager | HSTS,IaaS | Load balancers | Performance | Security | Tag managers,WebGL,3D | Animation | Data Visualization | Filters and Effects,Black | Colorful | Green | Red | UI design,Music & Sound,html:1 | ico:1 | js:2 | png:5 | svg:1 | xml:1,False,True,True,False,True,False,False,False,False,False,False,False,mirrored
1613,SteelWave,2022-02-20,https://www.awwwards.com/sites/steelwave,https://www.steelwavellc.com/,https://www.steelwavellc.com/,Haus,False,200,Adobe Fonts | Contentful | HSTS | Typekit | Vercel,CMS | Font scripts | PaaS | Security,Contentful | Figma | Next.js | React | Vercel,Gallery | Gestures / Interaction | Motion | Responsive Design | Transitions,Black | Clean | Minimal | Red | White,Business & Corporate | Real Estate,css:7 | html:2 | ico:1 | jpg:1 | js:12 | svg:1 | woff2:4,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
1614,ARCR,2022-02-19,https://www.awwwards.com/sites/arcr-1,https://arcr.ru,https://arcr.ru,Artem Markovsky,False,200,MySQL | Nginx | OpenResty | PHP | Select2 | WordPress | imagesLoaded | jQuery | jQuery Migrate | wpBakery,Blogs | CMS | Databases | JavaScript libraries | Page builders | Programming languages | Reverse proxies | Web servers | WordPress plugins,After Effects | Figma | React | WordPress,Animation | Fullscreen | Parallax,Black | Minimal | Typography | White,Business & Corporate | Design Agencies | Portfolio | Web & Interactive,css:18 | jpg:17 | js:19 | png:4 | svg:44,False,False,False,False,False,False,False,True,True,False,False,False,mirrored
1615,favorit.studio,2022-02-18,https://www.awwwards.com/sites/favorit-studio,http://favorit.studio,https://favorit.studio/,Favorit Studio,False,200,Apache HTTP Server | Node.js | Nuxt.js | Vue.js,JavaScript frameworks | Programming languages | Static site generator | Web frameworks | Web servers,,Animation,Black | Clean | Graphic design | Minimal | Typography | White,Design Agencies | Portfolio,jpg:36 | js:18,True,False,False,True,False,False,False,False,False,False,False,False,mirrored
1616,Decor Systems,2022-02-17,https://www.awwwards.com/sites/decor-systems,https://decorsystems.com.au/,https://decorsystems.com.au/,NIGHTJAR,False,200,Gatsby | Google Tag Manager | HSTS | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Security | Static site generator | Tag managers,Cinema 4D | Figma | GSAP | React | Sanity | Vercel,Animation | Menu - Horizontal | Microinteractions,Black | Brown | Clean | Content architecture | Green | UI design,Architecture | Business & Corporate | E-Commerce,css:2 | html:1 | jpg:2 | js:7 | png:10 | woff2:3 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
1617,WE-ON,2022-02-16,https://www.awwwards.com/sites/we-on,http://en.weon.avadev.ru,https://en.weon.avadev.ru:443/,AVA-digital,False,200,Cloudflare | Contact Form 7 | Lenis | Locomotive Scroll | MySQL | Nginx | PHP | Polyfill | Unpkg | WordPress | cdnjs | jsDelivr,Blogs | CDN | CMS | Databases | Form builders | JavaScript libraries | Programming languages | Reverse proxies | Web servers | WordPress plugins,Adobe Photoshop | Figma | GSAP | JavaScript | Locomotive Scroll | WordPress,Animation | Parallax,Brown | Clean | Content architecture | Photographic | Silver | UI design | White,Architecture | Design Agencies,css:3 | jpg:26 | js:11 | pdf:1 | png:4,False,False,False,False,False,False,False,False,True,False,False,False,mirrored
1619,Veloretti,2022-02-14,https://www.awwwards.com/sites/veloretti,https://www.veloretti.com/,https://www.veloretti.com/,Numbered,False,200,Amazon S3 | Amazon Web Services | Contentful | HSTS | Linkedin Ads | Next.js | Node.js | React | Vercel | Webpack,Advertising | CDN | CMS | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,,Animation | Video,Black,E-Commerce,css:4 | jpg:2 | js:24 | mp4:4 | pdf:1 | png:3 | svg:7 | woff2:4,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
1620,Digital Curator,2022-02-13,https://www.awwwards.com/sites/digital-curator,https://digitalcurator.art/,https://digitalcurator.art/,Lukas Pilka,False,200,Chart.js | Google Analytics | Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | Google Hosted Libraries | Select2 | jQuery | jsDelivr,Analytics | CDN | IaaS | JavaScript graphics | JavaScript libraries | Load balancers | Performance,Figma | Firebase | Google App Engine | JavaScript | Python,Data Visualization | Gallery | Parallax | Scrolling | Storytelling,Art & Illustration | Black | Brown | Experimental | White,Culture & Education | Portfolio,css:9 | jpeg:33 | jpg:1 | js:5 | png:3 | svg:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
1621,Studio Debuut,2022-02-12,https://www.awwwards.com/sites/studio-debuut,http://www.debuut.studio,https://www.debuut.studio/,Studio Debuut,False,200,Cloudflare | Google Analytics | Google Font API | Google Hosted Libraries | Google Tag Manager | HSTS | HTTP/3 | jQuery | jsDelivr,Analytics | CDN | Font scripts | JavaScript libraries | Miscellaneous | Security | Tag managers,CSS | Figma | JavaScript | Lottie | Swiper.js | Webflow,Header Design | Project Page | Transitions,Black | Graphic design | Typography | White | Yellow,Business & Corporate | Design Agencies | Portfolio | Web & Interactive,css:2 | gif:4 | html:2 | jpg:9 | js:10 | json:9 | mp4:9 | png:23 | svg:29 | webm:1,False,False,False,True,False,False,True,True,False,False,False,False,mirrored
